Sentence #,Sentence,POS,Tag
Sentence: 8247,Palestinians assumed control of Jericho last week .,"['NNS', 'VBD', 'NN', 'IN', 'NNP', 'JJ', 'NN', '.']","['B-gpe', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O']"
Sentence: 26543,"Mr. Bush said in his weekly radio address Saturday that the effort in Iraq and the broader Middle East will require more time , sacrifice and continued resolve .","['NNP', 'NNP', 'VBD', 'IN', 'PRP$', 'JJ', 'NN', 'NN', 'NNP', 'IN', 'DT', 'NN', 'IN', 'NNP', 'CC', 'DT', 'JJR', 'NNP', 'NNP', 'MD', 'VB', 'JJR', 'NN', ',', 'NN', 'CC', 'JJ', 'NN', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 40525,A firefight broke out when an army patrol arrived at the scene at the same time to investigate a separate report about the FARC .,"['DT', 'NN', 'VBD', 'RP', 'WRB', 'DT', 'NN', 'NN', 'VBD', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O']"
Sentence: 13702,Police have been hunting him and Azahari since the 2002 Bali bombings that killed 202 people .,"['NNS', 'VBP', 'VBN', 'VBG', 'PRP', 'CC', 'NNP', 'IN', 'DT', 'CD', 'NNP', 'NNS', 'WDT', 'VBD', 'CD', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 45426,"In a statement , the ministry said the woman , from Menoufia province in the Nile Delta , was admitted to a hospital on Saturday and died Monday .","['IN', 'DT', 'NN', ',', 'DT', 'NN', 'VBD', 'DT', 'NN', ',', 'IN', 'NNP', 'NN', 'IN', 'DT', 'NNP', 'NNP', ',', 'VBD', 'VBN', 'TO', 'DT', 'NN', 'IN', 'NNP', 'CC', 'VBD', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-tim', 'O']"
Sentence: 37637,Iran says it will sign a deal next week with Russia under which Moscow will provide fuel to Iran 's Bushehr nuclear power plant .,"['NNP', 'VBZ', 'PRP', 'MD', 'VB', 'DT', 'NN', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'WDT', 'NNP', 'MD', 'VB', 'NN', 'TO', 'NNP', 'POS', 'NNP', 'JJ', 'NN', 'NN', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
Sentence: 22532,New mobile phone buyers in China must register their personal data under a new rule that many see as an invasion of privacy .,"['NNP', 'JJ', 'NN', 'NNS', 'IN', 'NNP', 'MD', 'VB', 'PRP$', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'VBP', 'IN', 'DT', 'NN', 'IN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 36735,The prisoners ' lawsuits challenge the legality of their confinement at the prison .,"['DT', 'NNS', 'POS', 'NNS', 'VBP', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 24070,"The 1995 agreement ended a brutal ethnic war that killed more than 2,00,000 people .","['DT', 'CD', 'NN', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'WDT', 'VBD', 'JJR', 'IN', 'CD', 'NNS', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 20762,Tehran insists it has every right to enrich uranium for reactors to make electricity .,"['NNP', 'VBZ', 'PRP', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'NN', 'IN', 'NNS', 'TO', 'VB', 'NN', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 16208,"Security officials say rockets hit a base near Miranshah in North Waziristan before dawn Sunday , killing at least three people , including a soldier , and wounding four .","['NN', 'NNS', 'VBP', 'NNS', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'IN', 'NNP', 'NNP', 'IN', 'NN', 'NNP', ',', 'VBG', 'IN', 'JJ', 'CD', 'NNS', ',', 'IN', 'DT', 'NN', ',', 'CC', 'VBG', 'CD', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4738,Thousands of riot police were deployed along the march route .,"['NNS', 'IN', 'NN', 'NNS', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 32362,The U.S. Coast Guard is searching for a family of five who went out boating Thursday morning and never reached their destination Cape Coral on Florida 's southwest coast .,"['DT', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', 'IN', 'CD', 'WP', 'VBD', 'RP', 'VBG', 'NNP', 'NN', 'CC', 'RB', 'VBD', 'PRP$', 'NN', 'NNP', 'NNP', 'IN', 'NNP', 'POS', 'JJS', 'NN', '.']","['O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
Sentence: 14311,"Mr. Douste-Blazy told French television Tuesday that in the name of human rights , it is unthinkable to leave her in such conditions .","['NNP', 'NNP', 'VBD', 'JJ', 'NN', 'NNP', 'IN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NNS', ',', 'PRP', 'VBZ', 'JJ', 'TO', 'VB', 'PRP', 'IN', 'JJ', 'NNS', '.']","['B-per', 'I-per', 'O', 'B-gpe', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 7050,"A HART , hard pressed in the chase , hid himself beneath the large leaves of a Vine .","['DT', 'NN', ',', 'RB', 'VBN', 'IN', 'DT', 'NN', ',', 'VBD', 'PRP', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 11130,"The government has charged at least 129 opposition leaders , journalists and others with treason and planning to commit genocide .","['DT', 'NN', 'VBZ', 'VBN', 'IN', 'JJS', 'CD', 'NN', 'NNS', ',', 'NNS', 'CC', 'NNS', 'IN', 'NN', 'CC', 'NN', 'TO', 'VB', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 205,A statement from the health ministry said the woman 's family kept chickens in their backyard .,"['DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBD', 'DT', 'NN', 'POS', 'NN', 'VBD', 'NNS', 'IN', 'PRP$', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 35894,"Venezuela sells about 98,000 barrels of crude oil daily to Cuba .","['NNP', 'VBZ', 'IN', 'CD', 'NNS', 'IN', 'JJ', 'NN', 'NN', 'TO', 'NNP', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 41359,The Islamic militant group Hamas says it has formed its cabinet and will present the choices to Palestinian President Mahmoud Abbas on Sunday .,"['DT', 'NNP', 'JJ', 'NN', 'NNP', 'VBZ', 'PRP', 'VBZ', 'VBN', 'PRP$', 'NN', 'CC', 'MD', 'VB', 'DT', 'NNS', 'TO', 'JJ', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', '.']","['O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'B-tim', 'O']"
Sentence: 28264,Afghan officials say the U.S. military has handed over six Afghan villagers who were detained during a raid early Tuesday at a compound where troops discovered bomb-making materials .,"['JJ', 'NNS', 'VBP', 'DT', 'NNP', 'NN', 'VBZ', 'VBN', 'RP', 'CD', 'JJ', 'NNS', 'WP', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'RB', 'NNP', 'IN', 'DT', 'NN', 'WRB', 'NNS', 'VBD', 'JJ', 'NNS', '.']","['B-gpe', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 28814,"In Baghdad today , the Iraqi Defense Ministry said 157 insurgents have been killed since Sunday .","['IN', 'NNP', 'NN', ',', 'DT', 'JJ', 'NNP', 'NNP', 'VBD', 'CD', 'NNS', 'VBP', 'VBN', 'VBN', 'IN', 'NNP', '.']","['O', 'B-geo', 'B-tim', 'O', 'O', 'B-gpe', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
Sentence: 1563,European Union officials say transportation and other logistical problems are holding up some of the massive amounts of humanitarian aid European countries have offered to victims of Hurricane Katrina .,"['NNP', 'NNP', 'NNS', 'VBP', 'NN', 'CC', 'JJ', 'JJ', 'NNS', 'VBP', 'VBG', 'RP', 'DT', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'JJ', 'NN', 'JJ', 'NNS', 'VBP', 'VBN', 'TO', 'NNS', 'IN', 'NNP', 'NNP', '.']","['B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-nat', 'I-nat', 'O']"
Sentence: 40139,"U.S. economic troubles are being blamed for rising energy prices , but it is not just the price of oil that is going up .","['NNP', 'JJ', 'NNS', 'VBP', 'VBG', 'VBN', 'IN', 'VBG', 'NN', 'NNS', ',', 'CC', 'PRP', 'VBZ', 'RB', 'RB', 'DT', 'NN', 'IN', 'NN', 'WDT', 'VBZ', 'VBG', 'RP', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 34400,Retailers rely on the first few days after the Thanksgiving holiday as a key time to boost overall sales for the year .,"['NNS', 'VBP', 'IN', 'DT', 'JJ', 'JJ', 'NNS', 'IN', 'DT', 'NNP', 'NN', 'IN', 'DT', 'JJ', 'NN', 'TO', 'VB', 'JJ', 'NNS', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 23703,"Togo 's interim leader , Abbas Bonfoh , says Sunday 's presidential elections will take place as scheduled , and he fired a powerful minister who called for a delay .","['NNP', 'POS', 'JJ', 'NN', ',', 'NNP', 'NNP', ',', 'VBZ', 'NNP', 'POS', 'JJ', 'NNS', 'MD', 'VB', 'NN', 'IN', 'VBN', ',', 'CC', 'PRP', 'VBD', 'DT', 'JJ', 'NN', 'WP', 'VBD', 'IN', 'DT', 'NN', '.']","['B-geo', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 11542,"Kashmir is suffering from a 17-year insurgency that has killed more than 45,000 people .","['NNP', 'VBZ', 'VBG', 'IN', 'DT', 'JJ', 'NN', 'WDT', 'VBZ', 'VBN', 'JJR', 'IN', 'CD', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19947,Officials say three missiles hit a vehicle carrying the militants in the Datta Khel village in the North Waziristan tribal district .,"['NNS', 'VBP', 'CD', 'NNS', 'VBD', 'DT', 'NN', 'VBG', 'DT', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O']"
Sentence: 15567,Lee Chun-soo and Ahn Jung-hwan scored for South Korea .,"['NNP', 'NNP', 'CC', 'NNP', 'NNP', 'VBD', 'IN', 'NNP', 'NNP', '.']","['B-per', 'I-per', 'O', 'B-per', 'I-per', 'O', 'O', 'B-geo', 'I-geo', 'O']"
Sentence: 1969,He said there are reports that more than 500 bodies are in the grave .,"['PRP', 'VBD', 'EX', 'VBP', 'NNS', 'IN', 'JJR', 'IN', 'CD', 'NNS', 'VBP', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 30881,"Those deaths were the first reported bird flu fatalities outside eastern Asia , where more than 70 infected people have died since 2003","['DT', 'NNS', 'VBD', 'DT', 'JJ', 'VBN', 'NN', 'NN', 'NNS', 'IN', 'JJ', 'NNP', ',', 'WRB', 'JJR', 'IN', 'CD', 'JJ', 'NNS', 'VBP', 'VBN', 'IN', 'CD']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim']"
Sentence: 32305,Squid accounts for 75 % of the fish taken .,"['JJ', 'NNS', 'IN', 'CD', 'NN', 'IN', 'DT', 'NN', 'VBN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 26874,Witnesses say members of the Beja tribal group were marching to the governor 's office in the eastern city of Port Sudan Saturday when the violence began .,"['NNS', 'VBP', 'NNS', 'IN', 'DT', 'NNP', 'NN', 'NN', 'VBD', 'VBG', 'TO', 'DT', 'NN', 'POS', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'WRB', 'DT', 'NN', 'VBD', '.']","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'B-tim', 'O', 'O', 'O', 'O', 'O']"
Sentence: 22763,"Hong Kong Chief Executive Tung Chee-hwa met Saturday with Chinese President Hu Jintao , amid expectations the territory 's unpopular leader will resign .","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'NNP', 'IN', 'JJ', 'NNP', 'NNP', 'NNP', ',', 'IN', 'NNS', 'DT', 'NN', 'POS', 'JJ', 'NN', 'MD', 'VB', '.']","['B-geo', 'I-geo', 'O', 'O', 'B-per', 'I-per', 'O', 'B-tim', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 8411,"As the place of meeting was lonely and the time midnight , the State Official set down the Dome of the Capitol , and commanded the supposed traveller to throw up his hands .","['IN', 'DT', 'NN', 'IN', 'NN', 'VBD', 'JJ', 'CC', 'DT', 'NN', 'NN', ',', 'DT', 'NNP', 'NNP', 'VBD', 'RP', 'DT', 'NN', 'IN', 'DT', 'NNP', ',', 'CC', 'VBD', 'DT', 'VBN', 'NN', 'TO', 'VB', 'RP', 'PRP$', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 33141,The reports indicate that Iranian officials have completed their investigation into her case .,"['DT', 'NNS', 'VBP', 'IN', 'JJ', 'NNS', 'VBP', 'VBN', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', '.']","['O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 40873,"Love and Cobain wed in 1992 and later that year had a daughter , Frances Bean .","['NNP', 'CC', 'NNP', 'VBD', 'IN', 'CD', 'CC', 'RB', 'DT', 'NN', 'VBD', 'DT', 'NN', ',', 'NNP', 'NNP', '.']","['B-per', 'O', 'B-per', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O']"
Sentence: 12513,"The rising cost of living is hurting a growing number of Americans , especially those who live on fixed incomes .","['DT', 'VBG', 'NN', 'IN', 'NN', 'VBZ', 'VBG', 'DT', 'VBG', 'NN', 'IN', 'NNS', ',', 'RB', 'DT', 'WP', 'VBP', 'IN', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 34917,The New York Times and CNN had reported that the Defense Department is trying to determine whether Iranians or Iranian-trained operatives carried out the attack .,"['DT', 'NNP', 'NNP', 'NNP', 'CC', 'NNP', 'VBD', 'VBN', 'IN', 'DT', 'NNP', 'NNP', 'VBZ', 'VBG', 'TO', 'VB', 'IN', 'NNS', 'CC', 'JJ', 'NNS', 'VBD', 'IN', 'DT', 'NN', '.']","['O', 'B-org', 'I-org', 'I-org', 'O', 'B-org', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 20053,Witnesses say large numbers of voters turned out despite freezing weather and the threat of rebel attacks .,"['NNS', 'VBP', 'JJ', 'NNS', 'IN', 'NNS', 'VBD', 'RP', 'IN', 'VBG', 'NN', 'CC', 'DT', 'NN', 'IN', 'NN', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 31155,White House spokesman Scott McClellan told reporters Tuesday the Department of Defense is already probing such allegations .,"['NNP', 'NNP', 'NN', 'NNP', 'NNP', 'VBD', 'NNS', 'NNP', 'DT', 'NNP', 'IN', 'NNP', 'VBZ', 'RB', 'VBG', 'JJ', 'NNS', '.']","['B-org', 'I-org', 'O', 'B-per', 'I-per', 'O', 'O', 'B-tim', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 12158,He added that the death toll may rise as officials begin focusing on rebuilding the devastated province .,"['PRP', 'VBD', 'IN', 'DT', 'NN', 'NN', 'MD', 'VB', 'IN', 'NNS', 'VBP', 'VBG', 'IN', 'VBG', 'DT', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 30705,He said the U.S. objective is to give them options - other than combat missions - in Afghanistan and to remind NATO allies that the job of securing the strife-torn country will take time .,"['PRP', 'VBD', 'DT', 'NNP', 'NN', 'VBZ', 'TO', 'VB', 'PRP', 'NNS', 'IN', 'JJ', 'IN', 'NN', 'NNS', ':', 'IN', 'NNP', 'CC', 'TO', 'VB', 'NNP', 'NNS', 'IN', 'DT', 'NN', 'IN', 'VBG', 'DT', 'JJ', 'NN', 'MD', 'VB', 'NN', '.']","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 45139,"The billionaire publisher of Forbes Magazine made his comments Tuesday in Sydney , Australia , one day after oil prices briefly hit a record $ 70.8 cents over concerns of the effect Hurricane Katrina was having on oil refineries based in the U.S. Gulf Coast .","['DT', 'NN', 'NN', 'IN', 'NNP', 'NNP', 'VBD', 'PRP$', 'NNS', 'NNP', 'IN', 'NNP', ',', 'NNP', ',', 'CD', 'NN', 'IN', 'NN', 'NNS', 'RB', 'VBD', 'DT', 'NN', '$', 'CD', 'NNS', 'IN', 'NNS', 'IN', 'DT', 'NN', 'NNP', 'NNP', 'VBD', 'VBG', 'IN', 'NN', 'NNS', 'VBN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-tim', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-nat', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O']"
Sentence: 40602,The French news agency quotes Ms. Rice as telling President Hu Jintao she hopes Beijing will intensify efforts to get North Korea to resume talks on its nuclear program in a constructive manner .,"['DT', 'JJ', 'NN', 'NN', 'VBZ', 'NNP', 'NNP', 'IN', 'VBG', 'NNP', 'NNP', 'NNP', 'PRP', 'VBZ', 'NNP', 'MD', 'VB', 'NNS', 'TO', 'VB', 'NNP', 'NNP', 'TO', 'VB', 'NNS', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']","['O', 'B-gpe', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 3923,Head of the U.N. Office on Drugs and Crime Antonio Maria Costa Tuesday urged NATO countries to give the alliance the mandate to stop what he called the vicious circle of drugs funding terrorists and terrorists protecting drug traffickers .,"['NNP', 'IN', 'DT', 'NNP', 'NNP', 'IN', 'NNP', 'CC', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'NNP', 'NNS', 'TO', 'VB', 'DT', 'NN', 'DT', 'NN', 'TO', 'VB', 'WP', 'PRP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'VBG', 'NNS', 'CC', 'NNS', 'VBG', 'NN', 'NNS', '.']","['O', 'O', 'O', 'B-org', 'I-org', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'I-org', 'B-tim', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 22002,"Senegal says its security forces have conducted "" minimal "" acts of torture , but says the country is and always has been committed to investigating and prosecuting such acts .","['NNP', 'VBZ', 'PRP$', 'NN', 'NNS', 'VBP', 'VBN', '``', 'JJ', '``', 'NNS', 'IN', 'NN', ',', 'CC', 'VBZ', 'DT', 'NN', 'VBZ', 'CC', 'RB', 'VBZ', 'VBN', 'VBN', 'TO', 'VBG', 'CC', 'VBG', 'JJ', 'NNS', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 23780,"Lansana CONTE came to power in 1984 when the military seized the government after the death of the first president , Sekou TOURE .","['NNP', 'NNP', 'VBD', 'TO', 'NN', 'IN', 'CD', 'WRB', 'DT', 'NN', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'NNP', 'NNP', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
